employee_id,name,department,position,salary,citizenship,date_of_hire,employment_status,performance_rating,education_level,project_involvement,benefits
729902,Kippy Philcock,Customer Service,Operations Manager,"€47890,81",Stamp 1,7/25/2023,Temporary,4.2,Associate's,Social Media Campaigns,Employee stock options
788682,Clementina Chiverton,Operations,Bike Technician,"€40691,29",Stamp 4,2/1/2024,Contract,3.9,Master's,Customer Support,Flexible work hours
709989,Coop Szabo,Marketing,Marketing Manager,"€28115,26",Irish,11/6/2023,Part-Time,2.3,Master's,Implemented regular maintenance schedule,Flexible work hours
944619,Sybila Bishopp,Operations,Social Media Specialist,"€27439,11",Irish,4/1/2024,Part-Time,3.3,Associate's,Social Media Campaigns,Flexible work hours
957136,Saul Scrane,Customer Service,Operations Manager,"€66252,37",Stamp 1,12/6/2023,Part-Time,3.5,Associate's,Implemented regular maintenance schedule,Employee stock options
890805,Davina McGeachey,Marketing,Customer Support Agent,"€52270,46",Irish,1/2/2024,Contract,3.2,High School,Bike Maintenance,Employee stock options
793881,Sophey Velez,Customer Service,Marketing Manager,"€28983,50",Stamp 1,4/18/2024,Contract,4.2,High School,Bike Maintenance,Gym membership
818625,Rafaelia Maylard,Operations,Social Media Specialist,"€49531,31",Stamp 1,4/23/2024,Contract,4.3,Master's,Bike Maintenance,Employee stock options
829848,Sher Whitter,Operations,Customer Service Manager,"€70765,54",Irish,2/24/2024,Temporary,3.6,Master's,Social media takeover,Health insurance
957224,Essa Mateuszczyk,Marketing,Maintenance Supervisor,"€71433,03",Stamp 4,5/7/2024,Temporary,2.6,High School,Bike Maintenance,Gym membership
787214,Vannie Himpson,Customer Service,Bike Technician,"€46571,51",Irish,10/5/2023,Contract,3.4,Master's,Customer Support,Gym membership
796681,Guinevere Quiddington,Marketing,Customer Service Manager,"€47850,79",Irish,3/30/2024,Contract,2.3,Master's,Marketing Campaigns,Paid time off
786287,Ximenes Shoard,Customer Service,Operations Manager,"€29348,63",Irish,12/1/2023,Full-Time,3.7,Bachelor's,Implemented regular maintenance schedule,Flexible work hours
987217,Ophelie Knoble,Operations,Customer Service Manager,"€62195,50",Stamp 4,12/30/2023,Part-Time,2.4,Associate's,Implemented regular maintenance schedule,Paid time off
944868,Orsola Corbett,Marketing,Social Media Specialist,"€63288,15",Irish,12/28/2023,Temporary,3.0,Master's,Social Media Campaigns,Flexible work hours
985567,Patsy Fransseni,Marketing,Customer Support Agent,"€58516,39",Stamp 1,1/30/2024,Full-Time,2.5,High School,Customer Support,Gym membership
904742,Manon Najera,Operations,Bike Technician,"€35224,94",Stamp 1,9/16/2023,Temporary,3.8,Master's,Bike Maintenance,Gym membership
831615,Dolli Reeks,Marketing,Bike Technician,"€57575,50",Stamp 4,8/18/2023,Contract,2.9,Associate's,Bike Maintenance,Paid time off
718639,Row Dyos,Customer Service,Marketing Manager,"€56639,14",Irish,8/6/2023,Full-Time,2.8,High School,Marketing Campaigns,Health insurance
910181,Arabele Drinan,Operations,Maintenance Supervisor,"€31822,31",Stamp 4,9/22/2023,Temporary,3.1,Associate's,Social Media Campaigns,Flexible work hours
794674,Lurlene Bullard,Marketing,Social Media Specialist,"€33025,85",Stamp 1,1/30/2024,Full-Time,2.4,Master's,Implemented regular maintenance schedule,Health insurance
866412,Aguie Fancutt,Operations,Marketing Manager,"€53173,50",Stamp 1,10/4/2023,Temporary,3.9,Associate's,Customer Support,Flexible work hours
812418,Giselle Staniforth,Customer Service,Customer Service Manager,"€64523,48",Stamp 1,7/29/2023,Part-Time,2.1,High School,Social media takeover,Flexible work hours
965301,Dania Quillinane,Marketing,Customer Service Manager,"€32835,87",Stamp 4,1/20/2024,Contract,4.7,Master's,Implemented regular maintenance schedule,Employee stock options
909546,Guilbert Barensen,Operations,Social Media Specialist,"€51971,84",Irish,5/11/2024,Part-Time,2.4,Associate's,Implemented regular maintenance schedule,Paid time off
980898,Carling Birtonshaw,Customer Service,Social Media Specialist,"€37069,80",Stamp 4,1/4/2024,Contract,2.0,Bachelor's,Social Media Campaigns,Employee discounts
853737,Sidonia Lecordier,Operations,Operations Manager,"€54360,57",Stamp 1,5/19/2023,Part-Time,2.7,High School,Marketing Campaigns,Gym membership
897891,Trstram Easby,Marketing,Maintenance Supervisor,"€32479,15",Irish,6/22/2023,Contract,3.0,Associate's,Social media takeover,Health insurance
723727,Whitaker Piperley,Customer Service,Customer Service Manager,"€68861,14",Stamp 1,11/16/2023,Temporary,4.1,Master's,Implemented regular maintenance schedule,Paid time off
825811,Florentia Cominotti,Customer Service,Marketing Manager,"€28672,08",Stamp 1,1/30/2024,Part-Time,3.6,Associate's,Social media takeover,Employee stock options
764205,Livy Scrooby,Customer Service,Operations Manager,"€45449,26",Irish,6/26/2023,Full-Time,4.1,High School,Implemented regular maintenance schedule,Health insurance
718461,Mirabel Brignell,Customer Service,Customer Support Agent,"€36469,05",Irish,12/7/2023,Temporary,2.1,Bachelor's,Bike Maintenance,Paid time off
730740,Romeo Burtonwood,Operations,Maintenance Supervisor,"€50526,45",Stamp 1,11/29/2023,Temporary,4.4,Master's,Social Media Campaigns,Flexible work hours
816876,Winny Panniers,Customer Service,Marketing Manager,"€47632,44",Stamp 4,3/14/2024,Contract,3.0,Bachelor's,Social media takeover,Employee discounts
755042,Buckie Robken,Marketing,Operations Manager,"€43577,31",Stamp 4,12/14/2023,Part-Time,4.1,Bachelor's,Customer Support,Employee stock options
744178,Warden Ludlamme,Marketing,Customer Service Manager,"€35225,01",Stamp 1,9/20/2023,Contract,3.5,High School,Implemented regular maintenance schedule,Flexible work hours
765235,Elke Woodcraft,Operations,Maintenance Supervisor,"€36376,12",Irish,7/26/2023,Full-Time,3.5,Bachelor's,Social media takeover,Employee stock options
962508,Kalila Courson,Customer Service,Bike Technician,"€60796,05",Stamp 4,2/27/2024,Full-Time,3.8,High School,Customer Support,Gym membership
834156,Odilia Foulks,Customer Service,Social Media Specialist,"€44588,22",Stamp 4,4/6/2024,Part-Time,2.4,High School,Implemented regular maintenance schedule,Health insurance
870171,Jemmie Girardy,Customer Service,Operations Manager,"€65818,96",Stamp 1,8/5/2023,Contract,3.9,High School,Marketing Campaigns,Employee discounts
980313,Flossie Olander,Operations,Customer Service Manager,"€53395,90",Stamp 4,4/19/2024,Temporary,4.1,Bachelor's,Social media takeover,Health insurance
821873,Tanner Hamblett,Operations,Customer Support Agent,"€61147,52",Stamp 1,1/28/2024,Full-Time,3.0,Associate's,Customer Support,Gym membership
933596,Karyn Barling,Marketing,Bike Technician,"€37316,07",Irish,11/12/2023,Full-Time,3.0,Master's,Social Media Campaigns,Paid time off
989450,Joey Swalteridge,Marketing,Maintenance Supervisor,"€65754,00",Stamp 1,9/4/2023,Contract,4.1,High School,Customer Support,Gym membership
988279,Chip Cranmere,Customer Service,Customer Support Agent,"€49318,48",Irish,5/14/2023,Part-Time,3.0,High School,Social media takeover,Flexible work hours
823866,Analise Kisar,Operations,Maintenance Supervisor,"€27167,81",Irish,3/6/2024,Temporary,3.4,Bachelor's,Bike Maintenance,Flexible work hours
794812,Amalle Beall,Operations,Customer Service Manager,"€28535,96",Stamp 1,6/25/2023,Full-Time,4.5,Associate's,Social media takeover,Flexible work hours
959123,Dante Mallan,Customer Service,Social Media Specialist,"€26793,57",Stamp 1,5/10/2024,Full-Time,3.7,High School,Marketing Campaigns,Gym membership
775802,Westbrooke Marrian,Operations,Customer Support Agent,"€69573,88",Stamp 4,12/28/2023,Full-Time,4.6,High School,Marketing Campaigns,Employee stock options
742500,Hester Brolan,Customer Service,Marketing Manager,"€41908,76",Stamp 4,5/5/2024,Part-Time,4.0,Master's,Social Media Campaigns,Flexible work hours
833313,Kore Jorcke,Marketing,Social Media Specialist,"€47790,73",Stamp 1,11/27/2023,Part-Time,2.4,Bachelor's,Customer Support,Flexible work hours
938343,Cassy Dmtrovic,Marketing,Customer Service Manager,"€54275,19",Irish,10/1/2023,Temporary,3.2,Bachelor's,Social media takeover,Employee discounts
930918,Lion Eginton,Marketing,Customer Service Manager,"€69647,93",Stamp 4,8/28/2023,Full-Time,4.6,Bachelor's,Social media takeover,Employee stock options
939854,Jacintha Clarridge,Operations,Customer Service Manager,"€72320,72",Stamp 4,9/18/2023,Temporary,4.5,Bachelor's,Social media takeover,Gym membership
801458,Chelsea Drinkel,Customer Service,Maintenance Supervisor,"€57463,34",Stamp 1,9/29/2023,Part-Time,4.1,Associate's,Marketing Campaigns,Gym membership
706261,Nealson Baish,Operations,Customer Support Agent,"€37827,74",Stamp 4,2/24/2024,Temporary,3.9,Master's,Marketing Campaigns,Health insurance
936448,Frannie Probin,Customer Service,Customer Support Agent,"€67236,49",Stamp 1,4/18/2024,Part-Time,3.8,Bachelor's,Social Media Campaigns,Health insurance
817493,Martelle Rickson,Customer Service,Customer Service Manager,"€42216,28",Irish,5/14/2023,Part-Time,2.3,Master's,Marketing Campaigns,Employee stock options
735997,Caty Moir,Marketing,Operations Manager,"€63452,98",Stamp 1,7/2/2023,Part-Time,2.7,High School,Social Media Campaigns,Employee discounts
906646,Tana Kike,Marketing,Marketing Manager,"€55325,62",Stamp 4,6/7/2023,Part-Time,4.3,High School,Implemented regular maintenance schedule,Employee stock options
780927,Blithe Powland,Marketing,Operations Manager,"€27192,56",Stamp 4,4/16/2024,Part-Time,3.3,Master's,Customer Support,Employee stock options
752198,Laurie Inston,Marketing,Customer Service Manager,"€61201,83",Stamp 4,10/30/2023,Full-Time,3.8,Associate's,Customer Support,Gym membership
989742,Rosalinda Van der Beek,Customer Service,Maintenance Supervisor,"€32954,22",Irish,12/6/2023,Contract,4.7,High School,Customer Support,Paid time off
867300,Retha Budding,Marketing,Operations Manager,"€58480,03",Stamp 4,7/22/2023,Temporary,2.4,Master's,Marketing Campaigns,Gym membership
863887,Cecil Tattam,Customer Service,Marketing Manager,"€31415,59",Irish,8/22/2023,Temporary,2.9,High School,Implemented regular maintenance schedule,Paid time off
921539,Isabelita Fernandes,Operations,Customer Service Manager,"€25876,52",Irish,2/21/2024,Part-Time,3.7,High School,Customer Support,Paid time off
867709,Loutitia Kinleyside,Operations,Customer Support Agent,"€73464,20",Irish,8/22/2023,Full-Time,2.8,Associate's,Social Media Campaigns,Paid time off
704167,Jerrome Grinikhin,Operations,Operations Manager,"€47392,69",Irish,3/8/2024,Part-Time,3.9,High School,Bike Maintenance,Flexible work hours
715176,Kelby Coates,Customer Service,Social Media Specialist,"€49680,40",Irish,8/9/2023,Temporary,3.5,Associate's,Social Media Campaigns,Employee stock options
758522,Reuben Girkins,Customer Service,Bike Technician,"€53937,26",Irish,10/7/2023,Contract,2.9,Master's,Implemented regular maintenance schedule,Employee discounts
802855,Clarance Axford,Marketing,Social Media Specialist,"€40697,05",Stamp 1,6/27/2023,Part-Time,4.7,Master's,Social Media Campaigns,Flexible work hours
860992,Vinny Tschierasche,Customer Service,Customer Support Agent,"€66375,97",Irish,2/10/2024,Temporary,3.0,Master's,Marketing Campaigns,Gym membership
794069,Muffin Daykin,Operations,Marketing Manager,"€64390,40",Stamp 4,12/6/2023,Temporary,3.5,Bachelor's,Social Media Campaigns,Paid time off
793719,Malva Caldairou,Operations,Social Media Specialist,"€69663,69",Irish,6/26/2023,Contract,3.4,Associate's,Social media takeover,Paid time off
935567,Cull Nanni,Operations,Customer Support Agent,"€60387,87",Irish,11/6/2023,Part-Time,4.7,High School,Implemented regular maintenance schedule,Gym membership
827031,Ailyn Seabert,Customer Service,Social Media Specialist,"€30829,81",Stamp 4,11/9/2023,Contract,2.2,Bachelor's,Marketing Campaigns,Paid time off
851690,Kipp Horsley,Marketing,Operations Manager,"€42655,16",Stamp 4,9/11/2023,Contract,2.2,Master's,Social media takeover,Flexible work hours
872727,Lilyan Heinsius,Customer Service,Customer Support Agent,"€72720,13",Irish,5/25/2023,Part-Time,2.1,Associate's,Customer Support,Employee stock options
854876,Vale Prandin,Customer Service,Bike Technician,"€38365,80",Irish,5/17/2023,Full-Time,2.8,High School,Implemented regular maintenance schedule,Employee stock options
953472,Svend Feronet,Marketing,Customer Support Agent,"€64501,89",Stamp 4,5/30/2023,Full-Time,2.9,Master's,Bike Maintenance,Flexible work hours
912766,Cly Swanborrow,Marketing,Operations Manager,"€55142,11",Irish,1/7/2024,Contract,2.1,High School,Marketing Campaigns,Health insurance
935228,Bendix Thurlbourne,Marketing,Social Media Specialist,"€52878,89",Stamp 4,6/1/2023,Temporary,3.5,Master's,Implemented regular maintenance schedule,Employee stock options
747448,Norry Allwood,Customer Service,Customer Support Agent,"€72445,37",Stamp 1,4/12/2024,Contract,2.2,High School,Implemented regular maintenance schedule,Employee discounts
900715,Rosetta Minnis,Operations,Social Media Specialist,"€34909,14",Stamp 4,9/10/2023,Full-Time,2.1,High School,Social Media Campaigns,Gym membership
767552,Stormie Jorgensen,Marketing,Customer Service Manager,"€28879,48",Irish,6/22/2023,Full-Time,4.5,Master's,Social media takeover,Gym membership
772642,Bee Casini,Operations,Bike Technician,"€50173,16",Irish,6/7/2023,Full-Time,3.8,Master's,Implemented regular maintenance schedule,Paid time off
919844,Billie Worral,Marketing,Marketing Manager,"€51083,93",Irish,11/19/2023,Full-Time,3.1,Bachelor's,Social Media Campaigns,Employee stock options
936374,Cindy Neylan,Operations,Marketing Manager,"€24290,15",Stamp 4,4/6/2024,Temporary,2.4,Associate's,Marketing Campaigns,Employee stock options
780815,Vernon Gasnoll,Marketing,Marketing Manager,"€36107,55",Stamp 4,12/8/2023,Contract,3.5,Master's,Bike Maintenance,Paid time off
826822,Blisse Tatershall,Marketing,Customer Support Agent,"€41084,25",Stamp 4,4/19/2024,Full-Time,3.2,Associate's,Customer Support,Employee stock options
899391,Idette Wurz,Customer Service,Social Media Specialist,"€32660,50",Stamp 4,8/7/2023,Full-Time,2.9,Bachelor's,Marketing Campaigns,Health insurance
745159,Margret Fellibrand,Customer Service,Customer Support Agent,"€66967,92",Stamp 4,11/30/2023,Full-Time,4.0,High School,Bike Maintenance,Flexible work hours
825269,Idelle Brownlee,Operations,Social Media Specialist,"€56584,53",Irish,1/29/2024,Full-Time,2.5,Associate's,Customer Support,Health insurance
739516,Harri Whardley,Operations,Maintenance Supervisor,"€30695,43",Stamp 1,7/14/2023,Full-Time,3.7,High School,Implemented regular maintenance schedule,Health insurance
970280,Felipe Stenners,Marketing,Bike Technician,"€58759,02",Stamp 4,7/24/2023,Part-Time,3.2,High School,Customer Support,Employee discounts
703501,Abigail Kid,Customer Service,Marketing Manager,"€48152,22",Stamp 4,12/7/2023,Part-Time,3.6,Bachelor's,Customer Support,Paid time off
807243,Wilden Wildin,Operations,Maintenance Supervisor,"€58540,19",Stamp 4,5/9/2024,Part-Time,4.7,Master's,Social media takeover,Health insurance
854107,Valina Martini,Marketing,Maintenance Supervisor,"€71745,22",Stamp 1,5/11/2024,Temporary,2.2,Bachelor's,Bike Maintenance,Health insurance
788759,Madeleine Foucard,Marketing,Maintenance Supervisor,"€44175,24",Stamp 4,4/7/2024,Full-Time,2.2,High School,Social Media Campaigns,Gym membership
816029,Emelyne Bultitude,Customer Service,Bike Technician,"€27756,11",Stamp 1,10/10/2023,Full-Time,3.9,Associate's,Implemented regular maintenance schedule,Employee stock options
984293,Antons Itter,Customer Service,Customer Support Agent,"€47914,49",Stamp 4,11/27/2023,Contract,3.1,Associate's,Social Media Campaigns,Gym membership
745625,Erastus Pablos,Marketing,Bike Technician,"€53409,96",Stamp 4,12/5/2023,Temporary,3.5,Bachelor's,Social Media Campaigns,Health insurance
962192,Bee Gerner,Marketing,Bike Technician,"€61267,16",Irish,3/20/2024,Part-Time,2.8,High School,Customer Support,Employee stock options
728760,Corina Braksper,Customer Service,Operations Manager,"€49880,89",Irish,6/15/2023,Contract,4.2,Associate's,Implemented regular maintenance schedule,Employee stock options
775260,Ives McSharry,Operations,Bike Technician,"€31748,08",Irish,9/5/2023,Contract,2.4,High School,Bike Maintenance,Health insurance
851187,Emera Covely,Customer Service,Social Media Specialist,"€35037,55",Stamp 4,3/21/2024,Temporary,3.7,Associate's,Marketing Campaigns,Flexible work hours
718152,Jamie Helliker,Operations,Customer Support Agent,"€36082,00",Stamp 1,6/11/2023,Temporary,3.2,Associate's,Social Media Campaigns,Paid time off
942342,Elizabeth Prene,Marketing,Marketing Manager,"€60359,56",Irish,12/19/2023,Part-Time,3.1,Master's,Social Media Campaigns,Employee discounts
718281,Ardene Clew,Operations,Maintenance Supervisor,"€60331,20",Stamp 4,9/15/2023,Full-Time,4.3,Associate's,Implemented regular maintenance schedule,Gym membership
926587,Stuart Cess,Operations,Operations Manager,"€37831,62",Stamp 1,1/21/2024,Full-Time,3.4,Associate's,Customer Support,Flexible work hours
708597,Patricio Matzkaitis,Marketing,Marketing Manager,"€46839,87",Stamp 4,2/3/2024,Temporary,3.7,Bachelor's,Bike Maintenance,Paid time off
765969,Gavin Ameer-Beg,Marketing,Social Media Specialist,"€30647,33",Stamp 1,6/21/2023,Contract,3.2,Associate's,Bike Maintenance,Employee stock options
876537,Ewart Gheeraert,Marketing,Bike Technician,"€41277,98",Stamp 1,9/12/2023,Temporary,2.9,Bachelor's,Marketing Campaigns,Paid time off
850286,Lise Matejovsky,Marketing,Customer Service Manager,"€25128,86",Stamp 1,3/26/2024,Full-Time,2.2,High School,Marketing Campaigns,Paid time off
726016,Leonidas Cocher,Customer Service,Customer Support Agent,"€56261,18",Irish,3/14/2024,Temporary,2.4,Master's,Bike Maintenance,Employee discounts
779787,Alleyn Harkes,Marketing,Maintenance Supervisor,"€52496,04",Stamp 1,8/10/2023,Part-Time,2.5,Associate's,Customer Support,Health insurance
930799,Elonore Leggott,Marketing,Bike Technician,"€25519,96",Stamp 1,4/12/2024,Contract,4.1,Master's,Implemented regular maintenance schedule,Flexible work hours
901018,Bobbie Tantum,Marketing,Maintenance Supervisor,"€57961,74",Irish,5/28/2023,Contract,3.0,High School,Social Media Campaigns,Health insurance
736921,Harmon Mosedall,Operations,Bike Technician,"€68009,68",Irish,7/17/2023,Full-Time,4.7,Master's,Customer Support,Employee stock options
790786,Kaylyn Spira,Operations,Customer Service Manager,"€63622,51",Stamp 1,1/7/2024,Part-Time,2.6,High School,Implemented regular maintenance schedule,Flexible work hours
790458,Rickard Everington,Operations,Bike Technician,"€41669,32",Stamp 4,2/13/2024,Part-Time,2.1,Associate's,Customer Support,Employee discounts
753245,Mikol Nunnerley,Marketing,Marketing Manager,"€60106,94",Stamp 1,7/15/2023,Temporary,2.1,Associate's,Social media takeover,Paid time off
798071,Elsy Giscken,Marketing,Customer Service Manager,"€67163,68",Stamp 4,4/15/2024,Temporary,4.0,Bachelor's,Implemented regular maintenance schedule,Employee discounts
938083,Jenna Danko,Operations,Marketing Manager,"€53376,64",Stamp 4,8/23/2023,Part-Time,2.3,Associate's,Bike Maintenance,Gym membership
828922,Roxane Thaller,Operations,Bike Technician,"€59901,60",Stamp 4,4/24/2024,Part-Time,4.3,Associate's,Implemented regular maintenance schedule,Flexible work hours
738986,Cullin Fateley,Operations,Marketing Manager,"€68690,46",Stamp 1,6/25/2023,Contract,4.0,Bachelor's,Social media takeover,Paid time off
774274,Annissa Langdale,Operations,Marketing Manager,"€32668,46",Irish,8/11/2023,Part-Time,3.1,High School,Customer Support,Employee discounts
839144,Daisey Durn,Operations,Bike Technician,"€27599,90",Stamp 1,7/24/2023,Temporary,3.3,Master's,Bike Maintenance,Health insurance
886993,Dulcia De Malchar,Marketing,Customer Service Manager,"€28609,05",Irish,11/23/2023,Part-Time,2.6,High School,Customer Support,Gym membership
904706,Timoteo Celes,Operations,Maintenance Supervisor,"€66715,97",Irish,2/29/2024,Full-Time,2.1,Master's,Customer Support,Employee stock options
898011,Boy Claessens,Marketing,Customer Service Manager,"€34955,40",Irish,10/22/2023,Part-Time,2.1,Associate's,Social media takeover,Health insurance
955667,Irwinn Spurgeon,Customer Service,Operations Manager,"€51731,11",Irish,8/7/2023,Part-Time,2.7,High School,Customer Support,Paid time off
730705,Goldie Challiss,Operations,Operations Manager,"€32106,33",Stamp 1,5/19/2023,Contract,2.3,Associate's,Bike Maintenance,Employee stock options
829164,Gabby Melville,Customer Service,Bike Technician,"€73451,83",Stamp 1,11/3/2023,Part-Time,3.9,High School,Customer Support,Gym membership
894014,Corrina Patriskson,Operations,Marketing Manager,"€55142,98",Irish,3/9/2024,Part-Time,3.8,Associate's,Implemented regular maintenance schedule,Employee stock options
941223,Archer Gerhardt,Operations,Maintenance Supervisor,"€74685,74",Irish,4/16/2024,Temporary,3.4,High School,Social media takeover,Gym membership
876525,Gerry Myrick,Operations,Customer Support Agent,"€24511,57",Stamp 1,5/30/2023,Part-Time,4.6,Master's,Social Media Campaigns,Health insurance
824556,Derrick Schiersch,Marketing,Customer Service Manager,"€66273,82",Stamp 4,3/13/2024,Full-Time,2.9,Associate's,Social Media Campaigns,Gym membership
910565,Vicky Eastbury,Operations,Customer Service Manager,"€61758,59",Stamp 4,3/21/2024,Full-Time,4.6,Associate's,Marketing Campaigns,Health insurance
750363,Livy Pitkeathley,Marketing,Maintenance Supervisor,"€58327,64",Irish,4/21/2024,Full-Time,3.1,Master's,Social media takeover,Gym membership
756531,Casar Osban,Operations,Marketing Manager,"€72623,41",Irish,7/24/2023,Part-Time,3.7,Associate's,Marketing Campaigns,Paid time off
873362,Erda Igoe,Marketing,Customer Support Agent,"€36753,59",Irish,2/17/2024,Full-Time,4.6,Master's,Marketing Campaigns,Employee discounts
859784,Johny Bernollet,Operations,Customer Support Agent,"€37043,69",Stamp 1,6/16/2023,Part-Time,4.3,High School,Social media takeover,Employee discounts
853659,Elliott Patton,Customer Service,Maintenance Supervisor,"€70286,26",Irish,1/4/2024,Contract,2.3,High School,Social Media Campaigns,Employee discounts
703346,Inger Dudgeon,Marketing,Maintenance Supervisor,"€56466,45",Irish,8/2/2023,Full-Time,4.3,Master's,Marketing Campaigns,Employee stock options
816808,Pat Filyakov,Customer Service,Marketing Manager,"€44051,15",Irish,7/8/2023,Part-Time,2.6,Bachelor's,Customer Support,Paid time off
905813,Garfield Hadingham,Customer Service,Operations Manager,"€68306,66",Irish,8/18/2023,Temporary,4.3,Associate's,Social media takeover,Health insurance
931542,Quintina Standbridge,Marketing,Customer Support Agent,"€73359,81",Irish,9/19/2023,Contract,3.3,Bachelor's,Social media takeover,Gym membership
951938,Aluino Sweetmore,Customer Service,Maintenance Supervisor,"€41241,91",Stamp 1,3/20/2024,Contract,2.4,Master's,Bike Maintenance,Gym membership
918790,Gerda Bedbrough,Operations,Marketing Manager,"€54927,17",Irish,1/9/2024,Part-Time,3.6,High School,Customer Support,Paid time off
938763,Talbert Habbergham,Customer Service,Operations Manager,"€24665,90",Irish,10/2/2023,Full-Time,4.1,Associate's,Customer Support,Flexible work hours
765577,Clement Barrett,Marketing,Maintenance Supervisor,"€46202,21",Irish,1/31/2024,Full-Time,2.5,Associate's,Social Media Campaigns,Paid time off
808039,Alex Booth-Jarvis,Operations,Operations Manager,"€24747,63",Irish,6/18/2023,Contract,3.1,Associate's,Customer Support,Paid time off
747740,Janith Cusick,Operations,Customer Support Agent,"€55420,32",Stamp 4,1/5/2024,Part-Time,3.2,Master's,Implemented regular maintenance schedule,Employee discounts
832497,Ameline Ebbles,Marketing,Customer Support Agent,"€45409,41",Irish,10/23/2023,Temporary,4.2,Master's,Implemented regular maintenance schedule,Paid time off
884460,Carine Aronowicz,Customer Service,Customer Service Manager,"€38747,58",Stamp 4,1/21/2024,Full-Time,4.5,Master's,Bike Maintenance,Gym membership
791993,Brodie Chawkley,Customer Service,Customer Service Manager,"€56555,73",Irish,11/24/2023,Full-Time,3.8,High School,Social Media Campaigns,Employee discounts
953809,Boycey Gallaccio,Marketing,Bike Technician,"€70568,02",Stamp 4,8/16/2023,Part-Time,3.4,Bachelor's,Social media takeover,Employee discounts
780211,Freeman Firk,Operations,Operations Manager,"€51646,31",Stamp 4,5/5/2024,Full-Time,3.6,Master's,Social media takeover,Gym membership
801414,Shepard Stanney,Operations,Customer Support Agent,"€46302,40",Stamp 4,9/13/2023,Temporary,4.0,Bachelor's,Customer Support,Gym membership
875582,Hildy Youens,Customer Service,Operations Manager,"€45272,30",Stamp 1,11/12/2023,Full-Time,3.1,High School,Marketing Campaigns,Employee discounts
740422,Barbabra Clawley,Marketing,Social Media Specialist,"€24210,28",Stamp 4,10/21/2023,Full-Time,3.9,Master's,Social Media Campaigns,Paid time off
865691,Modesty Odby,Marketing,Bike Technician,"€52907,30",Stamp 4,5/30/2023,Contract,4.6,High School,Social Media Campaigns,Health insurance
730910,Emelen Pettigree,Marketing,Customer Support Agent,"€37918,36",Stamp 4,1/14/2024,Full-Time,2.0,High School,Marketing Campaigns,Paid time off
799041,Donnie Sennett,Customer Service,Operations Manager,"€48519,73",Irish,4/18/2024,Full-Time,2.8,High School,Customer Support,Employee stock options
844258,Abbot Daft,Operations,Operations Manager,"€48093,04",Irish,9/29/2023,Contract,3.0,High School,Bike Maintenance,Employee discounts
982567,Kellyann McElhinney,Customer Service,Customer Service Manager,"€39095,42",Stamp 4,11/4/2023,Part-Time,3.9,Master's,Bike Maintenance,Paid time off
889095,Sylvia Naughton,Operations,Bike Technician,"€65780,46",Stamp 4,12/11/2023,Part-Time,4.0,Bachelor's,Implemented regular maintenance schedule,Paid time off
754578,Elita Ivens,Marketing,Customer Support Agent,"€46697,77",Stamp 1,4/20/2024,Full-Time,4.0,Associate's,Social media takeover,Employee discounts
853750,Giuseppe Matonin,Operations,Marketing Manager,"€42086,48",Stamp 4,7/7/2023,Full-Time,3.1,Associate's,Social media takeover,Health insurance
870293,Doralyn Goomes,Operations,Operations Manager,"€45161,83",Irish,11/22/2023,Temporary,3.6,Associate's,Social media takeover,Employee stock options
839775,Charisse Lead,Customer Service,Operations Manager,"€24286,33",Stamp 1,2/14/2024,Temporary,3.5,Associate's,Marketing Campaigns,Health insurance
877602,Anett Berthel,Operations,Social Media Specialist,"€49968,98",Stamp 1,2/3/2024,Contract,3.6,High School,Implemented regular maintenance schedule,Gym membership
863780,Christie Matthaus,Operations,Customer Support Agent,"€61656,25",Stamp 4,9/8/2023,Full-Time,4.4,Associate's,Social media takeover,Employee stock options
787504,Bendix Gellert,Customer Service,Operations Manager,"€70632,66",Stamp 4,5/23/2023,Temporary,2.7,Master's,Social media takeover,Paid time off
910445,Margi Martinello,Marketing,Maintenance Supervisor,"€72421,88",Stamp 1,3/17/2024,Full-Time,2.6,High School,Social media takeover,Health insurance
851435,Ara Pull,Customer Service,Operations Manager,"€38501,13",Stamp 1,2/13/2024,Part-Time,2.3,High School,Social media takeover,Employee discounts
702445,Vitoria McCurlye,Marketing,Customer Service Manager,"€45631,74",Irish,3/17/2024,Part-Time,3.7,Associate's,Marketing Campaigns,Health insurance
923197,Nadean Albion,Operations,Customer Service Manager,"€47595,87",Irish,10/29/2023,Temporary,4.6,Associate's,Implemented regular maintenance schedule,Flexible work hours
902286,Shelby Bandt,Customer Service,Bike Technician,"€62136,83",Stamp 4,11/13/2023,Full-Time,4.4,Master's,Social Media Campaigns,Employee stock options
907117,Hyacintha Leckey,Customer Service,Customer Support Agent,"€62796,66",Stamp 4,11/30/2023,Contract,3.3,Bachelor's,Social Media Campaigns,Flexible work hours
908282,Gary Dziwisz,Operations,Bike Technician,"€37890,06",Irish,3/19/2024,Contract,3.6,Master's,Customer Support,Flexible work hours
907247,Nalani Malatalant,Customer Service,Customer Support Agent,"€66427,21",Stamp 4,1/11/2024,Temporary,2.2,Associate's,Bike Maintenance,Flexible work hours
986271,Page Duggan,Operations,Maintenance Supervisor,"€27207,78",Stamp 1,11/10/2023,Contract,4.5,Bachelor's,Social Media Campaigns,Paid time off
953862,Essie Frigout,Operations,Customer Support Agent,"€57385,56",Stamp 4,12/8/2023,Temporary,3.3,Master's,Social media takeover,Employee stock options
